ID,Match #,Batting_Runs,Batting_Mins,Balls Faced,4s,6s,SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Overs,Mdns,Bowling_Runs,Wkts,Bowling_Econ,Bowling_Pos,Bowling_Inns,Catch Taken,Inns,Opposition,Ground,Start Date,
1,Test # 1127,15,28,24,2,0,62.5,6,bowled,2,1,0,10,0,10,7,1,0,1,Test v Pakistan,Karachi,15-Nov-89,15
2,Test # 1127,-1,-,-,-,-,-,-,-,4,4,0,15,0,3.75,6,3,0,3,Test v Pakistan,Karachi,15-Nov-89,-1
3,Test # 1128,59,254,172,4,0,34.3,6,lbw,1,-1,-,-,-,-,-,2,1,2,Test v Pakistan,Faisalabad,23-Nov-89,59
4,Test # 1128,8,24,16,1,0,50,6,run out,3,-1,-,-,-,-,-,4,0,4,Test v Pakistan,Faisalabad,23-Nov-89,8
5,Test # 1130,41,124,90,5,0,45.55,7,bowled,1,-1,-,-,-,-,-,2,0,2,Test v Pakistan,Lahore,01-Dec-89,41
6,Test # 1130,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,,0,4,Test v Pakistan,Lahore,01-Dec-89,-1
7,Test # 1132,35,74,51,5,0,68.62,6,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Pakistan,Sialkot,09-Dec-89,35
8,Test # 1132,57,193,134,6,0,42.53,6,caught,3,-1,-,-,-,-,-,4,0,4,Test v Pakistan,Sialkot,09-Dec-89,57
9,ODI # 593,0,-,2,0,0,0,5,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Pakistan,Gujranwala,18-Dec-89,0
10,Test # 1136,0,1,1,0,0,0,6,caught,2,-1,-,-,-,-,-,1,0,1,Test v New Zealand,Christchurch,02-Feb-90,0
11,Test # 1136,24,50,44,3,0,54.54,6,caught,3,-1,-,-,-,-,-,4,0,4,Test v New Zealand,Christchurch,02-Feb-90,24
12,Test # 1138,88,324,266,5,0,33.08,6,caught,1,-1,-,-,-,-,-,2,0,2,Test v New Zealand,Napier,09-Feb-90,88
13,Test # 1138,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,4,0,4,Test v New Zealand,Napier,09-Feb-90,-1
14,Test # 1139,5,15,13,1,0,38.46,6,caught,2,-1,-,-,-,-,-,1,1,1,Test v New Zealand,Auckland,22-Feb-90,5
15,Test # 1139,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v New Zealand,Auckland,22-Feb-90,-1
16,ODI # 612,0,2,2,0,0,0,5,caught,2,-1,-,-,-,-,-,1,0,1,ODI v New Zealand,Dunedin,01-Mar-90,0
17,ODI # 616,36,51,39,5,0,92.3,6,caught,1,-1,-,-,-,-,-,2,0,2,ODI v New Zealand,Wellington,06-Mar-90,36
18,ODI # 623,10,-,12,0,0,83.33,5,run out,1,-1,-,-,-,-,-,2,1,2,ODI v Sri Lanka,Sharjah,25-Apr-90,10
19,ODI # 625,20,-,25,1,0,80,7,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Pakistan,Sharjah,27-Apr-90,20
20,ODI # 634,19,38,35,1,1,54.28,4,bowled,2,-1,-,-,-,-,-,1,0,1,ODI v England,Leeds,18-Jul-90,19
21,ODI # 635,31,31,26,3,0,119.23,6,bowled,2,1,0,10,0,10,6,1,0,1,ODI v England,Nottingham,20-Jul-90,31
22,Test # 1148,10,30,19,1,0,52.63,6,bowled,2,-1,-,-,-,-,-,1,0,1,Test v England,Lord's,26-Jul-90,10
23,Test # 1148,27,93,65,4,0,41.53,6,caught,4,-1,-,-,-,-,-,3,1,3,Test v England,Lord's,26-Jul-90,27
24,Test # 1149,68,216,136,8,0,50,6,caught,2,-1,-,-,-,-,-,1,2,1,Test v England,Manchester,09-Aug-90,68
25,Test # 1149,119,225,189,17,0,62.96,6,not out,4,-1,-,-,-,-,-,3,0,3,Test v England,Manchester,09-Aug-90,119
26,Test # 1150,21,39,30,3,0,70,7,caught,1,-1,-,-,-,-,-,2,0,2,Test v England,The Oval,23-Aug-90,21
27,Test # 1150,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,0,3,Test v England,The Oval,23-Aug-90,-1
28,Test # 1156,11,92,-,-,0,-,6,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Sri Lanka,Chandigarh,23-Nov-90,11
29,Test # 1156,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,0,3,Test v Sri Lanka,Chandigarh,23-Nov-90,-1
30,ODI # 644,36,-,22,3,2,163.63,5,bowled,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Nagpur,01-Dec-90,36
31,ODI # 646,53,-,41,7,1,129.26,5,bowled,2,9,0,39,2,4.33,3,1,2,1,ODI v Sri Lanka,Pune,05-Dec-90,53
32,ODI # 648,30,-,29,1,2,103.44,5,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Margao,08-Dec-90,30
33,ODI # 657,-1,-,-,-,-,-,-,-,2,2,0,15,0,7.5,6,1,0,1,ODI v Bangladesh,Chandigarh,25-Dec-90,-1
34,ODI # 658,4,-,11,0,0,36.36,5,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Cuttack,28-Dec-90,4
35,ODI # 661,53,-,70,2,0,75.71,4,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Eden Gardens,04-Jan-91,53
36,ODI # 680,52,-,40,5,0,130,5,not out,1,-1,-,-,-,-,-,2,0,2,ODI v Pakistan,Sharjah,18-Oct-91,52
37,ODI # 681,22,-,27,3,0,81.48,5,run out,1,-1,-,-,-,-,-,2,0,2,ODI v West Indies,Sharjah,19-Oct-91,22
38,ODI # 683,11,-,27,1,0,40.74,5,not out,2,10,1,34,4,3.4,3,1,0,1,ODI v West Indies,Sharjah,22-Oct-91,11
39,ODI # 684,49,-,38,3,2,128.94,5,caught,2,6,0,20,0,3.33,3,1,1,1,ODI v Pakistan,Sharjah,23-Oct-91,49
40,ODI # 685,0,-,1,0,0,0,5,lbw,2,5,0,24,0,4.8,3,1,0,1,ODI v Pakistan,Sharjah,25-Oct-91,0
41,ODI # 686,62,-,73,8,1,84.93,4,caught,2,5,0,27,1,5.4,6,1,0,1,ODI v South Africa,Eden Gardens,10-Nov-91,62
42,ODI # 687,4,-,8,0,0,50,4,caught,1,7,0,31,0,4.42,3,2,0,2,ODI v South Africa,Gwalior,12-Nov-91,4
43,ODI # 688,1,-,3,0,0,33.33,4,caught,1,6,0,38,0,6.33,4,2,0,2,ODI v South Africa,New Delhi,14-Nov-91,1
44,Test # 1177,16,47,42,3,0,38.09,6,bowled,1,1,0,8,0,8,5,2,0,2,Test v Australia,Brisbane,29-Nov-91,16
45,Test # 1177,7,36,25,1,0,28,6,caught,3,1,0,5,0,5,5,4,0,4,Test v Australia,Brisbane,29-Nov-91,7
46,ODI # 692,1,14,9,0,0,11.11,4,caught,1,1,0,5,1,5,5,2,0,2,ODI v West Indies,W.A.C.A,06-Dec-91,1
47,ODI # 693,36,79,65,3,0,55.38,4,caught,1,4,0,8,0,2,6,2,1,2,ODI v Australia,W.A.C.A,08-Dec-91,36
48,ODI # 694,57,111,107,3,0,53.27,4,caught,1,-1,-,-,-,-,-,2,1,2,ODI v Australia,Hobart,10-Dec-91,57
49,ODI # 696,48,62,57,2,0,84.21,4,caught,1,2,0,10,0,5,4,2,0,2,ODI v West Indies,Adelaide,14-Dec-91,48
50,ODI # 697,21,38,35,3,0,60,4,caught,1,1.5,0,3,0,1.63,7,2,1,2,ODI v Australia,Adelaide,15-Dec-91,21
51,Test # 1180,15,33,23,0,0,65.21,7,caught,1,4,1,16,0,4,5,2,2,2,Test v Australia,Melbourne,26-Dec-91,15
52,Test # 1180,40,122,107,5,0,37.38,7,caught,3,-1,-,-,-,-,-,4,0,4,Test v Australia,Melbourne,26-Dec-91,40
53,Test # 1181,148,298,213,14,0,69.48,6,not out,2,-1,-,-,-,-,-,1,1,1,Test v Australia,Sydney,02-Jan-92,148
54,Test # 1181,-1,-,-,-,-,-,-,-,4,1,0,2,1,2,5,3,0,3,Test v Australia,Sydney,02-Jan-92,-1
55,ODI # 702,77,157,127,5,0,60.62,4,caught,1,7,0,27,0,3.85,4,2,0,2,ODI v West Indies,Brisbane,11-Jan-92,77
56,ODI # 705,31,64,44,1,0,70.45,5,run out,1,2,0,14,0,7,3,2,0,2,ODI v Australia,Sydney,14-Jan-92,31
57,ODI # 707,57,118,88,2,0,64.77,4,not out,2,10,1,38,0,3.8,5,1,0,1,ODI v West Indies,Melbourne,16-Jan-92,57
58,ODI # 709,4,12,10,0,0,40,4,caught,2,6,0,29,1,4.83,4,1,0,1,ODI v Australia,Melbourne,18-Jan-92,4
59,ODI # 711,69,116,100,3,0,69,4,caught,2,4,0,18,0,4.5,4,1,1,1,ODI v Australia,Sydney,20-Jan-92,69
60,Test # 1184,6,20,8,1,0,75,6,lbw,2,4,2,10,2,2.5,4,1,0,1,Test v Australia,Adelaide,25-Jan-92,6
61,Test # 1184,17,36,29,2,0,58.62,4,lbw,4,20,5,44,0,2.2,6,3,1,3,Test v Australia,Adelaide,25-Jan-92,17
62,Test # 1186,114,228,161,16,0,70.8,4,caught,2,5,2,9,0,1.8,4,1,0,1,Test v Australia,W.A.C.A,01-Feb-92,114
63,Test # 1186,5,12,9,1,0,55.55,4,caught,4,-1,-,-,-,-,-,3,1,3,Test v Australia,W.A.C.A,01-Feb-92,5
64,ODI # 715,35,51,44,5,0,79.54,4,caught,2,10,0,37,0,3.7,5,1,1,1,ODI v England,W.A.C.A,22-Feb-92,35
65,ODI # 722,-1,-,-,-,-,-,-,-,1,TDNB,-,-,-,-,-,-,-,-,ODI v Sri Lanka,Mackay,28-Feb-92,-1
66,ODI # 725,11,19,19,1,0,57.89,4,caught,2,5,0,29,0,5.8,4,1,0,1,ODI v Australia,Brisbane,01-Mar-92,11
67,ODI # 729,54,91,62,3,0,87.09,5,not out,1,10,0,37,1,3.7,4,2,0,2,ODI v Pakistan,Sydney,04-Mar-92,54
68,ODI # 732,81,88,77,8,1,105.19,4,caught,1,6,0,35,1,5.83,4,2,0,2,ODI v Zimbabwe,Hamilton,07-Mar-92,81
69,ODI # 737,4,11,11,0,0,36.36,4,caught,1,3,0,20,0,6.66,5,2,1,2,ODI v West Indies,Wellington,10-Mar-92,4
70,ODI # 740,84,122,107,6,0,78.5,4,caught,1,1,0,2,0,2,6,2,0,2,ODI v New Zealand,Dunedin,12-Mar-92,84
71,ODI # 745,14,14,14,1,0,100,4,caught,1,6,0,20,0,3.33,3,2,0,2,ODI v South Africa,Adelaide,15-Mar-92,14
72,Test # 1197,0,4,3,0,0,0,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Zimbabwe,Harare,18-Oct-92,0
73,Test # 1197,-1,-,-,-,-,-,-,-,4,4,3,8,0,2,7,3,0,3,Test v Zimbabwe,Harare,18-Oct-92,-1
74,ODI # 764,39,92,56,7,0,69.64,4,caught,1,3,0,16,0,5.33,3,2,0,2,ODI v Zimbabwe,Harare,25-Oct-92,39
75,Test # 1200,11,35,24,1,0,45.83,4,run out,2,-1,-,-,-,-,-,1,2,1,Test v South Africa,Durban,13-Nov-92,11
76,Test # 1200,-1,-,-,-,-,-,-,-,4,2,1,3,0,1.5,6,3,0,3,Test v South Africa,Durban,13-Nov-92,-1
77,Test # 1201,111,373,270,19,0,41.11,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v South Africa,Johannesburg,26-Nov-92,111
78,Test # 1201,1,6,5,0,0,20,4,lbw,4,1,0,2,0,2,5,3,1,3,Test v South Africa,Johannesburg,26-Nov-92,1
79,ODI # 770,15,-,27,1,0,55.55,4,bowled,1,10,1,25,1,2.5,3,2,1,2,ODI v South Africa,Cape Town,07-Dec-92,15
80,ODI # 772,10,-,36,0,0,27.77,4,caught,1,5,1,18,0,3.6,5,2,0,2,ODI v South Africa,Gqeberha,09-Dec-92,10
81,ODI # 774,22,-,24,2,0,91.66,5,caught,2,2,0,16,0,8,4,1,0,1,ODI v South Africa,Centurion,11-Dec-92,22
82,ODI # 779,21,-,44,1,0,47.72,5,caught,1,3,0,4,0,1.33,3,2,0,2,ODI v South Africa,Johannesburg,13-Dec-92,21
83,ODI # 781,32,-,52,1,0,61.53,5,bowled,1,4,0,27,0,6.75,6,2,0,2,ODI v South Africa,Bloemfontein,15-Dec-92,32
84,ODI # 783,23,-,39,0,0,58.97,5,caught,2,-1,-,-,-,-,-,1,0,1,ODI v South Africa,Durban,17-Dec-92,23
85,ODI # 784,21,-,38,3,0,55.26,3,caught,2,-1,-,-,-,-,-,1,1,1,ODI v South Africa,East London,19-Dec-92,21
86,Test # 1206,6,27,17,1,0,35.29,4,caught,1,1,1,0,0,0,5,2,0,2,Test v South Africa,Gqeberha,26-Dec-92,6
87,Test # 1206,0,1,1,0,0,0,4,caught,3,3,0,9,1,3,5,4,0,4,Test v South Africa,Gqeberha,26-Dec-92,0
88,Test # 1209,73,272,208,8,1,35.09,5,caught,2,-1,-,-,-,-,-,1,1,1,Test v South Africa,Cape Town,02-Jan-93,73
89,Test # 1209,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v South Africa,Cape Town,02-Jan-93,-1
90,ODI # 794,82,116,81,6,1,101.23,5,not out,1,-1,-,-,-,-,-,2,0,2,ODI v England,Jaipur,18-Jan-93,82
91,ODI # 795,1,9,5,0,0,20,5,lbw,2,3,0,16,0,5.33,4,1,1,1,ODI v England,Chandigarh,21-Jan-93,1
92,Test # 1211,50,158,118,6,0,42.37,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v England,Eden Gardens,29-Jan-93,50
93,Test # 1211,9,17,19,2,0,47.36,4,not out,4,-1,-,-,-,-,-,3,1,3,Test v England,Eden Gardens,29-Jan-93,9
94,Test # 1213,165,361,296,24,1,55.74,4,caught,1,2,1,5,0,2.5,6,2,0,2,Test v England,Chennai,11-Feb-93,165
95,Test # 1213,-1,-,-,-,-,-,-,-,3,2,1,4,0,2,6,3,2,3,Test v England,Chennai,11-Feb-93,-1
96,Test # 1214,78,285,213,10,0,36.61,4,lbw,2,-1,-,-,-,-,-,1,0,1,Test v England,Wankhede,19-Feb-93,78
97,Test # 1214,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,1,3,Test v England,Wankhede,19-Feb-93,-1
98,ODI # 809,3,7,6,0,0,50,4,caught,2,-1,-,-,-,-,-,1,1,1,ODI v England,Bengaluru,26-Feb-93,3
99,ODI # 811,24,42,32,1,0,75,4,bowled,1,-1,-,-,-,-,-,2,0,2,ODI v England,Jamshedpur,01-Mar-93,24
100,ODI # 813,5,7,6,1,0,83.33,5,bowled,2,-1,-,-,-,-,-,1,0,1,ODI v England,Gwalior,04-Mar-93,5
101,ODI # 814,34,42,30,2,1,113.33,5,caught,2,-1,-,-,-,-,-,1,0,1,ODI v England,Gwalior,05-Mar-93,34
102,Test # 1218,62,128,114,7,0,54.38,4,caught,1,5,1,11,0,2.2,6,2,0,2,Test v Zimbabwe,Delhi,13-Mar-93,62
103,Test # 1218,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,0,3,Test v Zimbabwe,Delhi,13-Mar-93,-1
104,ODI # 817,3,16,9,0,0,33.33,5,caught,1,0.2,0,6,1,18,6,2,0,2,ODI v Zimbabwe,Faridabad,19-Mar-93,3
105,ODI # 820,8,8,6,0,0,133.33,5,not out,2,-1,-,-,-,-,-,1,0,1,ODI v Zimbabwe,Guwahati,22-Mar-93,8
106,ODI # 823,-1,-,-,-,-,-,-,-,2,4,0,30,0,7.5,4,1,0,1,ODI v Zimbabwe,Pune,25-Mar-93,-1
107,Test # 1226,TDNB,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Kandy,17-Jul-93,TDNB
108,ODI # 833,21,-,39,1,0,53.84,5,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Colombo (RPS),25-Jul-93,21
109,Test # 1228,28,74,52,5,0,53.84,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v Sri Lanka,Colombo (SSC),27-Jul-93,28
110,Test # 1228,104,217,161,11,1,64.59,4,not out,3,-1,-,-,-,-,-,4,0,4,Test v Sri Lanka,Colombo (SSC),27-Jul-93,104
111,Test # 1229,71,202,152,10,0,46.71,4,caught,2,3,0,4,0,1.33,4,1,2,1,Test v Sri Lanka,Colombo (PSS),04-Aug-93,71
112,Test # 1229,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,1,3,Test v Sri Lanka,Colombo (PSS),04-Aug-93,-1
113,ODI # 834,15,-,30,0,0,50,5,run out,2,6,1,20,0,3.33,4,1,1,1,ODI v Sri Lanka,Colombo (RPS),12-Aug-93,15
114,ODI # 835,25,-,39,1,0,64.1,5,caught,1,4,0,15,0,3.75,4,2,0,2,ODI v Sri Lanka,Moratuwa,14-Aug-93,25
115,ODI # 846,26,-,30,4,0,86.66,5,not out,2,10,2,27,1,2.7,4,1,1,1,ODI v Sri Lanka,Kanpur,07-Nov-93,26
116,ODI # 851,2,-,8,0,0,25,5,lbw,2,2,0,11,0,5.5,6,1,0,1,ODI v West Indies,Ahmedabad,16-Nov-93,2
117,ODI # 852,24,22,16,1,1,150,6,caught,1,8,0,48,1,6,3,2,0,2,ODI v Zimbabwe,Indore,18-Nov-93,24
118,ODI # 855,3,-,25,0,0,12,4,caught,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Mohali,22-Nov-93,3
119,ODI # 856,15,-,31,3,0,48.38,5,caught,1,1,0,3,0,3,7,2,0,2,ODI v South Africa,Eden Gardens,24-Nov-93,15
120,ODI # 858,28,-,43,2,0,65.11,5,not out,1,7,1,24,1,3.42,5,2,0,2,ODI v West Indies,Eden Gardens,27-Nov-93,28
121,Test # 1244,142,260,224,22,0,63.39,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v Sri Lanka,Lucknow,18-Jan-94,142
122,Test # 1244,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,0,3,Test v Sri Lanka,Lucknow,18-Jan-94,-1
123,Test # 1245,96,180,140,15,0,68.57,4,bowled,1,-1,-,-,-,-,-,2,1,2,Test v Sri Lanka,Bengaluru,26-Jan-94,96
124,Test # 1245,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,1,3,Test v Sri Lanka,Bengaluru,26-Jan-94,-1
125,Test # 1247,6,25,14,1,0,42.85,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Ahmedabad,08-Feb-94,6
126,Test # 1247,-1,-,-,-,-,-,-,-,4,4,1,7,0,1.75,6,3,0,3,Test v Sri Lanka,Ahmedabad,08-Feb-94,-1
127,ODI # 879,1,10,5,0,0,20,5,caught,1,8,0,43,3,5.37,4,2,1,2,ODI v Sri Lanka,Rajkot,15-Feb-94,1
128,ODI # 881,11,25,18,0,0,61.11,5,not out,2,8,0,36,1,4.5,4,1,1,1,ODI v Sri Lanka,Hyderabad (Deccan),18-Feb-94,11
129,ODI # 883,52,83,63,3,0,82.53,5,run out,1,4,0,23,1,5.75,5,2,0,2,ODI v Sri Lanka,Jalandhar,20-Feb-94,52
130,Test # 1255,43,55,47,7,0,91.48,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v New Zealand,Hamilton,19-Mar-94,43
131,Test # 1255,11,57,42,0,0,26.19,4,not out,4,-1,-,-,-,-,-,3,0,3,Test v New Zealand,Hamilton,19-Mar-94,11
132,ODI # 896,15,22,19,1,0,78.94,5,caught,2,5,0,37,0,7.4,6,1,0,1,ODI v New Zealand,Napier,25-Mar-94,15
133,ODI # 897,82,69,49,15,2,167.34,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v New Zealand,Auckland,27-Mar-94,82
134,ODI # 898,63,91,75,9,0,84,2,lbw,1,2,0,12,0,6,7,2,0,2,ODI v New Zealand,Wellington,30-Mar-94,63
135,ODI # 899,40,34,26,8,0,153.84,2,bowled,1,5,0,22,0,4.4,6,2,0,2,ODI v New Zealand,Christchurch,02-Apr-94,40
136,ODI # 904,63,125,77,7,1,81.81,2,caught,1,5,0,22,0,4.4,4,2,1,2,ODI v U.A.E.,Sharjah,13-Apr-94,63
137,ODI # 906,73,96,64,10,3,114.06,2,caught,1,8,0,34,0,4.25,5,2,0,2,ODI v Pakistan,Sharjah,15-Apr-94,73
138,ODI # 910,6,12,7,1,0,85.71,2,caught,2,8,0,39,0,4.87,5,1,1,1,ODI v Australia,Sharjah,19-Apr-94,6
139,ODI # 912,24,59,26,4,0,92.3,2,caught,2,8,0,45,0,5.62,5,1,0,1,ODI v Pakistan,Sharjah,22-Apr-94,24
140,ODI # 921,11,-,16,2,0,68.75,2,not out,1,TDNB,-,-,-,-,-,-,-,-,ODI v Sri Lanka,Colombo (RPS),04-Sep-94,11
141,ODI # 922,6,13,5,0,0,120,2,caught,1,4,0,21,0,5.25,4,2,0,2,ODI v Sri Lanka,Colombo (RPS),05-Sep-94,6
142,ODI # 924,110,186,130,8,2,84.61,2,bowled,1,3,0,15,0,5,6,2,0,2,ODI v Australia,Colombo (RPS),09-Sep-94,110
143,ODI # 927,0,6,2,0,0,0,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Colombo (SSC),17-Sep-94,0
144,ODI # 931,0,3,4,0,0,0,2,caught,2,5,0,32,0,6.4,5,1,0,1,ODI v West Indies,Faridabad,17-Oct-94,0
145,ODI # 933,0,7,4,0,0,0,2,caught,2,-1,-,-,-,-,-,1,1,1,ODI v West Indies,Wankhede,20-Oct-94,0
146,ODI # 936,8,28,24,0,0,33.33,3,caught,2,10,0,36,3,3.6,6,1,1,1,ODI v West Indies,Chennai,23-Oct-94,8
147,ODI # 939,115,184,136,9,3,84.55,2,run out,2,3,0,27,0,9,6,1,0,1,ODI v New Zealand,Vadodara,28-Oct-94,115
148,ODI # 941,34,53,47,7,0,72.34,2,bowled,2,8,0,31,2,3.87,6,1,1,1,ODI v West Indies,Kanpur,30-Oct-94,34
149,ODI # 944,62,80,54,13,0,114.81,2,bowled,1,10,2,29,2,2.9,5,2,0,2,ODI v New Zealand,Delhi,03-Nov-94,62
150,ODI # 947,66,101,68,8,0,97.05,2,caught,1,8,2,35,1,4.37,5,2,1,2,ODI v West Indies,Eden Gardens,05-Nov-94,66
151,ODI # 949,54,130,64,5,0,84.37,2,caught,1,9,0,39,1,4.33,5,2,0,2,ODI v West Indies,Visakhapatnam,07-Nov-94,54
152,ODI # 950,88,147,112,10,0,78.57,2,bowled,2,2,0,20,0,10,5,1,0,1,ODI v West Indies,Cuttack,09-Nov-94,88
153,ODI # 951,105,180,134,10,0,78.35,2,caught,1,4,0,31,0,7.75,6,2,0,2,ODI v West Indies,Jaipur,11-Nov-94,105
154,Test # 1274,34,70,43,7,0,79.06,4,lbw,1,-1,-,-,-,-,-,2,2,2,Test v West Indies,Wankhede,18-Nov-94,34
155,Test # 1274,85,178,130,10,1,65.38,5,caught,3,3,0,9,0,3,6,4,1,4,Test v West Indies,Wankhede,18-Nov-94,85
156,Test # 1277,179,414,322,24,1,55.59,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v West Indies,Nagpur,01-Dec-94,179
157,Test # 1277,54,180,138,3,0,39.13,4,caught,3,-1,-,-,-,-,-,4,2,4,Test v West Indies,Nagpur,01-Dec-94,54
158,Test # 1278,40,72,55,9,0,72.72,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v West Indies,Mohali,10-Dec-94,40
159,Test # 1278,10,38,24,2,0,41.66,4,caught,4,1,0,10,0,10,6,3,0,3,Test v West Indies,Mohali,10-Dec-94,10
160,ODI # 976,13,30,15,3,0,86.66,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v New Zealand,Napier,16-Feb-95,13
161,ODI # 977,37,75,51,3,1,72.54,2,caught,2,10,0,43,0,4.3,6,1,0,1,ODI v South Africa,Hamilton,18-Feb-95,37
162,ODI # 979,47,65,40,7,0,117.5,2,caught,2,8,0,33,1,4.12,6,1,1,1,ODI v Australia,Dunedin,22-Feb-95,47
163,ODI # 993,48,37,30,9,1,160,2,bowled,2,-1,-,-,-,-,-,1,0,1,ODI v Bangladesh,Sharjah,05-Apr-95,48
164,ODI # 995,4,13,9,1,0,44.44,2,caught,2,7,0,27,0,3.85,5,1,2,1,ODI v Pakistan,Sharjah,07-Apr-95,4
165,ODI # 997,112,137,107,15,1,104.67,2,not out,2,-1,-,-,-,-,-,1,1,1,ODI v Sri Lanka,Sharjah,09-Apr-95,112
166,ODI # 999,41,51,41,5,0,100,2,caught,2,1,0,10,0,10,6,1,0,1,ODI v Sri Lanka,Sharjah,14-Apr-95,41
167,Test # 1308,4,7,4,1,0,100,4,caught,2,-1,-,-,-,-,-,1,3,1,Test v New Zealand,Bengaluru,18-Oct-95,4
168,Test # 1308,0,3,0,0,0,-,4,not out,4,-1,-,-,-,-,-,3,0,3,Test v New Zealand,Bengaluru,18-Oct-95,0
169,Test # 1309,52,98,88,5,0,59.09,4,not out,1,TDNB,-,-,-,-,-,-,-,-,Test v New Zealand,Chennai,25-Oct-95,52
170,Test # 1310,2,8,8,0,0,25,4,bowled,1,-1,-,-,-,-,-,2,0,2,Test v New Zealand,Cuttack,08-Nov-95,2
171,Test # 1310,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,4,0,4,Test v New Zealand,Cuttack,08-Nov-95,-1
172,ODI # 1015,30,30,20,5,0,150,2,caught,1,3,0,18,0,6,6,2,0,2,ODI v New Zealand,Jamshedpur,15-Nov-95,30
173,ODI # 1016,39,79,51,4,0,76.47,2,caught,2,4,0,15,1,3.75,6,1,1,1,ODI v New Zealand,Amritsar,18-Nov-95,39
