ID,Match #,Batting_Runs,Batting_Mins,Balls Faced,4s,6s,SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Overs,Mdns,Bowling_Runs,Wkts,Bowling_Econ,Bowling_Pos,Bowling_Inns,Catch Taken,Inns,Opposition,Ground,Start Date,
174,ODI # 1017,7,27,11,1,0,63.63,2,caught,2,9,0,49,2,5.44,6,1,1,1,ODI v New Zealand,Pune,24-Nov-95,7
175,ODI # 1018,65,96,59,9,1,110.16,2,run out,2,6,0,54,0,9,6,1,0,1,ODI v New Zealand,Nagpur,26-Nov-95,65
176,ODI # 1019,1,14,4,0,0,25,2,bowled,2,-1,-,-,-,-,-,1,0,1,ODI v New Zealand,Brabourne,29-Nov-95,1
177,ODI # 1052,127,175,138,15,1,92.02,2,not out,2,5,0,26,0,5.2,6,1,0,1,ODI v Kenya,Cuttack,18-Feb-96,127
178,ODI # 1056,70,137,91,8,0,76.92,2,run out,2,-1,-,-,-,-,-,1,0,1,ODI v West Indies,Gwalior,21-Feb-96,70
179,ODI # 1065,90,124,84,14,1,107.14,2,stumped,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Wankhede,27-Feb-96,90
180,ODI # 1070,137,198,137,8,5,100,2,run out,1,10,0,41,0,4.1,6,2,0,2,ODI v Sri Lanka,Delhi,02-Mar-96,137
181,ODI # 1075,3,10,12,0,0,25,1,bowled,1,6,0,23,0,3.83,5,2,1,2,ODI v Zimbabwe,Kanpur,06-Mar-96,3
182,ODI # 1078,31,103,59,3,0,52.54,2,bowled,1,5,0,25,0,5,5,2,0,2,ODI v Pakistan,Bengaluru,09-Mar-96,31
183,ODI # 1081,65,96,88,9,0,73.86,1,stumped,2,10,1,34,2,3.4,6,1,1,1,ODI v Sri Lanka,Eden Gardens,13-Mar-96,65
184,ODI # 1089,28,-,31,3,1,90.32,1,caught,1,5.1,0,19,0,3.67,5,2,0,2,ODI v Sri Lanka,Singapore,03-Apr-96,28
185,ODI # 1091,100,-,111,9,1,90.09,2,stumped,1,2,0,18,0,9,5,2,0,2,ODI v Pakistan,Singapore,05-Apr-96,100
186,ODI # 1094,1,-,5,0,0,20,2,caught,2,10,0,46,1,4.6,5,1,0,1,ODI v Pakistan,Sharjah,12-Apr-96,1
187,ODI # 1097,2,23,15,0,0,13.33,2,caught,2,7,0,40,0,5.71,5,1,1,1,ODI v South Africa,Sharjah,14-Apr-96,2
188,ODI # 1098,118,-,140,8,2,84.28,2,caught,1,7.1,0,40,2,5.58,5,2,0,2,ODI v Pakistan,Sharjah,15-Apr-96,118
189,ODI # 1100,17,32,26,2,0,65.38,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Sharjah,17-Apr-96,17
190,ODI # 1101,57,104,71,6,0,80.28,2,run out,2,7,0,51,0,7.28,3,1,0,1,ODI v South Africa,Sharjah,19-Apr-96,57
191,ODI # 1102,30,30,19,5,1,157.89,2,lbw,2,6,0,44,0,7.33,5,1,1,1,ODI v England,The Oval,23-May-96,30
192,ODI # 1103,6,26,19,0,0,31.57,2,run out,1,3,0,15,0,5,5,2,1,2,ODI v England,Leeds,25-May-96,6
193,ODI # 1104,1,18,11,0,0,9.09,2,caught,1,2,0,22,0,11,6,2,0,2,ODI v England,Manchester,26-May-96,1
194,Test # 1327,24,71,41,4,0,58.53,4,bowled,1,-1,-,-,-,-,-,2,0,2,Test v England,Birmingham,06-Jun-96,24
195,Test # 1327,122,263,177,19,1,68.92,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v England,Birmingham,06-Jun-96,122
196,Test # 1328,31,81,59,5,0,52.54,4,bowled,2,2,1,1,0,0.5,6,1,2,1,Test v England,Lord's,20-Jun-96,31
197,Test # 1328,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v England,Lord's,20-Jun-96,-1
198,Test # 1329,177,462,360,26,0,49.16,4,caught,1,7,0,28,0,4,6,2,0,2,Test v England,Nottingham,04-Jul-96,177
199,Test # 1329,74,111,97,11,1,76.28,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v England,Nottingham,04-Jul-96,74
200,ODI # 1106,110,-,138,5,1,79.71,2,run out,1,6,0,29,1,4.83,5,2,0,2,ODI v Sri Lanka,Colombo (RPS),28-Aug-96,110
201,ODI # 1110,40,60,46,8,0,86.95,2,caught,2,4,0,20,0,5,5,1,1,1,ODI v Zimbabwe,Colombo (SSC),01-Sep-96,40
202,ODI # 1113,7,24,11,1,0,63.63,2,caught,1,8,0,38,0,4.75,5,2,1,2,ODI v Australia,Colombo (SSC),06-Sep-96,7
203,ODI # 1115,89,-,89,9,3,100,2,not out,2,2,0,12,0,6,6,1,1,1,ODI v Pakistan,Toronto,16-Sep-96,89
204,ODI # 1116,20,-,23,3,0,86.95,2,caught,1,7,0,35,1,5,6,2,0,2,ODI v Pakistan,Toronto,17-Sep-96,20
205,ODI # 1117,2,-,13,0,0,15.38,2,caught,1,4,0,17,0,4.25,6,2,2,2,ODI v Pakistan,Toronto,18-Sep-96,2
206,ODI # 1118,3,-,9,0,0,33.33,2,caught,2,3,0,22,1,7.33,7,1,0,1,ODI v Pakistan,Toronto,21-Sep-96,3
207,ODI # 1119,23,-,44,0,1,52.27,2,run out,2,-1,-,-,-,-,-,1,0,1,ODI v Pakistan,Toronto,23-Sep-96,23
208,Test # 1335,10,12,11,2,0,90.9,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Delhi,10-Oct-96,10
209,Test # 1335,0,6,7,0,0,0,4,bowled,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Delhi,10-Oct-96,0
210,ODI # 1127,11,20,8,2,0,137.5,2,caught,2,5,0,28,0,5.6,5,1,0,1,ODI v South Africa,Hyderabad (Deccan),17-Oct-96,11
211,ODI # 1129,88,189,111,9,0,79.27,2,lbw,2,8,0,45,1,5.62,6,1,2,1,ODI v Australia,Bengaluru,21-Oct-96,88
212,ODI # 1130,64,133,93,3,0,68.81,2,caught,2,3,0,22,0,7.33,5,1,0,1,ODI v South Africa,Jaipur,23-Oct-96,64
213,ODI # 1132,28,55,38,5,0,73.68,1,lbw,1,2,0,13,0,6.5,6,2,1,2,ODI v South Africa,Rajkot,29-Oct-96,28
214,ODI # 1137,62,-,61,8,0,101.63,1,caught,1,0.1,0,0,0,0,7,2,0,2,ODI v Australia,Mohali,03-Nov-96,62
215,ODI # 1138,67,128,88,6,0,76.13,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Wankhede,06-Nov-96,67
216,Test # 1338,42,80,64,7,0,65.62,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v South Africa,Ahmedabad,20-Nov-96,42
217,Test # 1338,7,43,33,1,0,21.21,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v South Africa,Ahmedabad,20-Nov-96,7
218,Test # 1341,18,91,62,3,0,29.03,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v South Africa,Eden Gardens,27-Nov-96,18
219,Test # 1341,2,28,25,0,0,8,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v South Africa,Eden Gardens,27-Nov-96,2
220,Test # 1344,61,211,173,4,1,35.26,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v South Africa,Kanpur,08-Dec-96,61
221,Test # 1344,36,129,98,4,0,36.73,5,caught,3,-1,-,-,-,-,-,4,1,4,Test v South Africa,Kanpur,08-Dec-96,36
222,ODI # 1151,114,157,126,14,0,90.47,1,stumped,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Wankhede,14-Dec-96,114
223,Test # 1347,15,58,45,2,0,33.33,4,bowled,2,2.4,2,0,0,0,4,1,0,1,Test v South Africa,Durban,26-Dec-96,15
224,Test # 1347,4,32,25,1,0,16,4,caught,4,-1,-,-,-,-,-,3,2,3,Test v South Africa,Durban,26-Dec-96,4
225,Test # 1349,169,329,254,26,0,66.53,5,caught,2,-1,-,-,-,-,-,1,1,1,Test v South Africa,Cape Town,02-Jan-97,169
226,Test # 1349,9,38,28,1,0,32.14,5,caught,4,-1,-,-,-,-,-,3,0,3,Test v South Africa,Cape Town,02-Jan-97,9
227,Test # 1350,35,72,55,7,0,63.63,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v South Africa,Johannesburg,16-Jan-97,35
228,Test # 1350,9,13,11,2,0,81.81,4,caught,3,2,0,18,0,9,6,4,0,4,Test v South Africa,Johannesburg,16-Jan-97,9
229,ODI # 1167,0,12,4,0,0,0,2,bowled,2,-1,-,-,-,-,-,1,1,1,ODI v South Africa,Bloemfontein,23-Jan-97,0
230,ODI # 1169,6,8,8,1,0,75,1,caught,2,5,0,22,0,4.4,6,1,0,1,ODI v Zimbabwe,Paarl,27-Jan-97,6
231,ODI # 1172,1,14,14,0,0,7.14,4,bowled,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Gqeberha,02-Feb-97,1
232,ODI # 1173,14,34,24,2,0,58.33,3,caught,1,3,0,17,0,5.66,6,2,0,2,ODI v South Africa,East London,04-Feb-97,14
233,ODI # 1174,41,81,56,1,1,73.21,4,caught,1,1,0,11,0,11,6,2,0,2,ODI v Zimbabwe,Centurion,07-Feb-97,41
234,ODI # 1175,104,121,97,8,1,107.21,2,caught,2,3,0,16,0,5.33,6,1,0,1,ODI v Zimbabwe,Benoni,09-Feb-97,104
235,ODI # 1176,32,55,27,6,0,118.51,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Durban,12-Feb-97,32
236,ODI # 1177,45,48,33,7,1,136.36,2,caught,2,3,0,19,1,6.33,6,1,0,1,ODI v South Africa,Durban,13-Feb-97,45
237,ODI # 1178,13,18,15,0,1,86.66,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Zimbabwe,Bulawayo,15-Feb-97,13
238,Test # 1357,7,40,30,1,0,23.33,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v West Indies,Kingston,06-Mar-97,7
239,Test # 1357,15,43,36,1,0,41.66,4,not out,4,2,0,9,0,4.5,6,3,1,3,Test v West Indies,Kingston,06-Mar-97,15
240,Test # 1361,88,306,233,9,0,37.76,4,run out,2,-1,-,-,-,-,-,1,0,1,Test v West Indies,Port of Spain,14-Mar-97,88
241,Test # 1361,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v West Indies,Port of Spain,14-Mar-97,-1
242,Test # 1363,92,222,147,14,1,62.58,4,caught,2,-1,-,-,-,-,-,1,3,1,Test v West Indies,Bridgetown,27-Mar-97,92
243,Test # 1363,4,25,14,0,0,28.57,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v West Indies,Bridgetown,27-Mar-97,4
244,Test # 1364,-1,-,-,-,-,-,-,-,2,-1,-,-,-,-,-,1,1,1,Test v West Indies,St John's,04-Apr-97,-1
245,Test # 1364,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v West Indies,St John's,04-Apr-97,-1
246,Test # 1365,83,287,231,9,0,35.93,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v West Indies,Georgetown,17-Apr-97,83
247,Test # 1365,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,4,0,4,Test v West Indies,Georgetown,17-Apr-97,-1
248,ODI # 1200,44,57,43,10,0,102.32,1,caught,1,3,0,11,0,3.66,6,2,0,2,ODI v West Indies,Port of Spain,26-Apr-97,44
249,ODI # 1201,65,111,70,7,0,92.85,1,not out,2,1,0,4,0,4,6,1,0,1,ODI v West Indies,Port of Spain,27-Apr-97,65
250,ODI # 1202,9,22,15,1,0,60,1,bowled,2,3,0,13,1,4.33,6,1,0,1,ODI v West Indies,Kingstown,30-Apr-97,9
251,ODI # 1203,1,17,11,0,0,9.09,1,caught,1,5,0,22,0,4.4,7,2,0,2,ODI v West Indies,Bridgetown,03-May-97,1
252,ODI # 1206,117,188,137,13,2,85.4,2,bowled,2,7,0,35,0,5,5,1,0,1,ODI v New Zealand,Bengaluru,14-May-97,117
253,ODI # 1207,2,19,4,0,0,50,2,caught,1,2,0,13,0,6.5,6,2,1,2,ODI v Sri Lanka,Wankhede,17-May-97,2
254,ODI # 1209,4,10,7,1,0,57.14,1,caught,2,9,0,61,2,6.77,6,1,0,1,ODI v Pakistan,Chennai,21-May-97,4
255,ODI # 1218,21,49,28,3,0,75,1,bowled,1,0.4,0,6,0,9,8,2,0,2,ODI v Sri Lanka,Colombo (RPS),18-Jul-97,21
256,ODI # 1219,TDNB,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,1,0,1,ODI v Pakistan,Colombo (SSC),20-Jul-97,TDNB
257,ODI # 1221,28,36,21,5,0,133.33,2,bowled,2,5,0,18,1,3.6,5,1,0,1,ODI v Bangladesh,Colombo (SSC),24-Jul-97,28
258,ODI # 1222,53,109,67,2,0,79.1,4,caught,1,3,0,20,0,6.66,4,2,0,2,ODI v Sri Lanka,Colombo (RPS),26-Jul-97,53
259,Test # 1374,143,292,247,20,0,57.89,4,caught,1,2,1,2,0,1,7,2,0,2,Test v Sri Lanka,Colombo (RPS),02-Aug-97,143
260,Test # 1374,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,4,0,4,Test v Sri Lanka,Colombo (RPS),02-Aug-97,-1
261,Test # 1376,139,397,266,16,0,52.25,4,caught,2,-1,-,-,-,-,-,1,1,1,Test v Sri Lanka,Colombo (SSC),09-Aug-97,139
262,Test # 1376,8,43,44,1,0,18.18,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v Sri Lanka,Colombo (SSC),09-Aug-97,8
263,ODI # 1223,27,55,28,3,0,96.42,1,caught,2,5,0,28,0,5.6,5,1,0,1,ODI v Sri Lanka,Colombo (RPS),17-Aug-97,27
264,ODI # 1224,6,4,6,1,0,100,1,lbw,1,-1,-,-,-,-,-,2,1,2,ODI v Sri Lanka,Colombo (RPS),20-Aug-97,6
265,ODI # 1225,27,47,31,4,0,87.09,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Colombo (SSC),23-Aug-97,27
266,ODI # 1226,39,41,32,3,2,121.87,1,caught,2,5,0,22,1,4.4,6,1,2,1,ODI v Sri Lanka,Colombo (SSC),24-Aug-97,39
267,ODI # 1227,17,82,54,2,0,31.48,1,caught,1,2,0,13,0,6.5,6,2,0,2,ODI v Pakistan,Toronto,13-Sep-97,17
268,ODI # 1228,25,66,45,3,0,55.55,4,not out,2,-1,-,-,-,-,-,1,0,1,ODI v Pakistan,Toronto,14-Sep-97,25
269,ODI # 1229,TDNB,-,-,-,-,-,-,-,-,4,0,17,0,4.25,6,1,0,1,ODI v Pakistan,Toronto,17-Sep-97,TDNB
270,ODI # 1230,0,26,10,0,0,0,4,caught,1,-1,-,-,-,-,-,2,2,2,ODI v Pakistan,Toronto,18-Sep-97,0
271,ODI # 1231,6,10,7,1,0,85.71,1,caught,2,-1,-,-,-,-,-,1,1,1,ODI v Pakistan,Toronto,20-Sep-97,6
272,ODI # 1232,51,106,64,4,1,79.68,1,lbw,1,-1,-,-,-,-,-,2,2,2,ODI v Pakistan,Toronto,21-Sep-97,51
273,ODI # 1233,2,17,11,0,0,18.18,1,bowled,1,3,1,11,0,3.66,7,2,2,2,ODI v Pakistan,Hyderabad (Sind),28-Sep-97,2
274,ODI # 1234,21,24,18,2,1,116.66,1,caught,2,1,0,7,0,7,7,1,0,1,ODI v Pakistan,Karachi,30-Sep-97,21
275,ODI # 1236,7,19,11,1,0,63.63,1,caught,1,-1,-,-,-,-,-,2,1,2,ODI v Pakistan,Lahore,02-Oct-97,7
276,Test # 1385,23,129,93,2,0,24.73,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Mohali,19-Nov-97,23
277,Test # 1385,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,1,3,Test v Sri Lanka,Mohali,19-Nov-97,-1
278,Test # 1387,15,38,20,1,1,75,4,bowled,1,TDNB,-,-,-,-,-,-,-,-,Test v Sri Lanka,Nagpur,26-Nov-97,15
279,Test # 1390,148,320,244,20,3,60.65,5,bowled,1,-1,-,-,-,-,-,2,0,2,Test v Sri Lanka,Wankhede,03-Dec-97,148
280,Test # 1390,13,28,16,1,0,81.25,4,caught,3,2,2,0,0,0,6,4,1,4,Test v Sri Lanka,Wankhede,03-Dec-97,13
281,ODI # 1259,91,146,87,4,2,104.59,4,stumped,2,4,0,24,0,6,7,1,1,1,ODI v England,Sharjah,11-Dec-97,91
282,ODI # 1262,3,4,4,0,0,75,5,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Pakistan,Sharjah,14-Dec-97,3
283,ODI # 1264,1,3,2,0,0,50,4,run out,2,4,0,17,0,4.25,6,1,0,1,ODI v West Indies,Sharjah,16-Dec-97,1
284,ODI # 1267,82,110,86,6,0,95.34,4,not out,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Guwahati,22-Dec-97,82
285,ODI # 1268,TDNB,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Indore,25-Dec-97,TDNB
286,ODI # 1269,6,23,13,0,0,46.15,3,caught,1,1,0,7,0,7,7,2,0,2,ODI v Sri Lanka,Margao,28-Dec-97,6
287,ODI # 1271,54,104,76,4,0,71.05,4,caught,2,2,0,13,0,6.5,7,1,2,1,ODI v Bangladesh,Dhaka,10-Jan-98,54
288,ODI # 1273,67,-,44,11,0,152.27,2,stumped,1,4,0,24,1,6,7,2,4,2,ODI v Pakistan,Dhaka,11-Jan-98,67
289,ODI # 1276,95,104,78,6,5,121.79,2,bowled,2,7,0,45,3,6.42,6,1,0,1,ODI v Pakistan,Dhaka,14-Jan-98,95
290,ODI # 1277,1,14,6,0,0,16.66,2,bowled,1,3.3,0,17,0,4.85,6,2,0,2,ODI v Pakistan,Dhaka,16-Jan-98,1
291,ODI # 1279,41,-,26,7,1,157.69,2,caught,2,7,0,49,1,7,6,1,0,1,ODI v Pakistan,Dhaka,18-Jan-98,41
292,Test # 1405,4,7,5,1,0,80,4,caught,1,-1,-,-,-,-,-,2,1,2,Test v Australia,Chennai,06-Mar-98,4
293,Test # 1405,155,286,191,14,4,81.15,4,not out,3,-1,-,-,-,-,-,4,0,4,Test v Australia,Chennai,06-Mar-98,155
294,Test # 1409,79,109,86,12,2,91.86,4,caught,2,2,0,6,0,3,4,1,0,1,Test v Australia,Eden Gardens,18-Mar-98,79
295,Test # 1409,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Eden Gardens,18-Mar-98,-1
296,Test # 1413,177,298,207,29,3,85.5,4,bowled,1,-1,-,-,-,-,-,2,1,2,Test v Australia,Bengaluru,25-Mar-98,177
297,Test # 1413,31,75,64,4,0,48.43,4,caught,3,11.2,1,41,1,3.61,5,4,0,4,Test v Australia,Bengaluru,25-Mar-98,31
298,ODI # 1300,8,21,11,1,0,72.72,2,caught,1,10,1,32,5,3.2,6,2,1,2,ODI v Australia,Kochi,01-Apr-98,8
299,ODI # 1305,5,44,17,0,0,29.41,2,run out,1,5,0,36,1,7.2,7,2,0,2,ODI v Zimbabwe,Vadodara,05-Apr-98,5
300,ODI # 1308,100,132,89,5,7,112.35,2,caught,2,4,0,19,0,4.75,6,1,0,1,ODI v Australia,Kanpur,07-Apr-98,100
301,ODI # 1311,1,18,2,0,0,50,2,caught,1,2,0,20,0,10,7,2,0,2,ODI v Zimbabwe,Cuttack,09-Apr-98,1
302,ODI # 1316,15,45,24,2,0,62.5,2,caught,1,5,0,13,0,2.6,6,2,1,2,ODI v Australia,Delhi,14-Apr-98,15
303,ODI # 1319,40,62,41,5,1,97.56,1,caught,1,2,0,13,0,6.5,7,2,0,2,ODI v New Zealand,Sharjah,17-Apr-98,40
304,ODI # 1322,80,136,72,9,0,111.11,2,caught,2,4,0,21,0,5.25,6,1,0,1,ODI v Australia,Sharjah,19-Apr-98,80
305,ODI # 1323,38,93,58,2,0,65.51,1,run out,1,7,0,28,1,4,6,2,0,2,ODI v New Zealand,Sharjah,20-Apr-98,38
306,ODI # 1325,143,187,131,9,5,109.16,2,caught,2,5,0,27,1,5.4,8,1,0,1,ODI v Australia,Sharjah,22-Apr-98,143
307,ODI # 1327,134,195,131,12,3,102.29,2,lbw,2,1,0,12,0,12,7,1,0,1,ODI v Australia,Sharjah,24-Apr-98,134
308,ODI # 1335,33,48,29,6,0,113.79,2,caught,2,1.3,0,8,2,5.33,6,1,0,1,ODI v Bangladesh,Wankhede,25-May-98,33
309,ODI # 1336,18,33,25,2,0,72,2,caught,2,5,0,34,0,6.8,4,1,0,1,ODI v Kenya,Gwalior,28-May-98,18
310,ODI # 1337,100,156,103,13,0,97.08,2,not out,2,1,0,4,0,4,8,1,0,1,ODI v Kenya,Eden Gardens,31-May-98,100
311,ODI # 1338,65,79,50,9,0,130,2,caught,2,2,0,17,0,8.5,7,1,0,1,ODI v Sri Lanka,Colombo (RPS),19-Jun-98,65
312,ODI # 1340,53,43,36,3,3,147.22,2,caught,2,6,0,32,1,5.33,7,1,0,1,ODI v New Zealand,Colombo (RPS),23-Jun-98,53
313,ODI # 1341,17,28,16,4,0,106.25,2,caught,2,-1,-,-,-,-,-,1,1,1,ODI v Sri Lanka,Colombo (SSC),01-Jul-98,17
314,ODI # 1342,TDNB,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,1,1,1,ODI v New Zealand,Colombo (SSC),03-Jul-98,TDNB
315,ODI # 1344,128,182,131,8,2,97.7,2,stumped,1,1,0,13,0,13,7,2,0,2,ODI v Sri Lanka,Colombo (RPS),07-Jul-98,128
316,ODI # 1353,77,157,109,9,0,70.64,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Pakistan,Toronto,20-Sep-98,77
317,ODI # 1354,127,155,130,13,1,97.69,2,not out,2,-1,-,-,-,-,-,1,1,1,ODI v Zimbabwe,Bulawayo,26-Sep-98,127
318,ODI # 1355,29,33,21,4,1,138.09,1,caught,2,2,0,11,0,5.5,6,1,0,1,ODI v Zimbabwe,Bulawayo,27-Sep-98,29
319,ODI # 1356,2,7,6,0,0,33.33,2,caught,2,4,0,30,0,7.5,7,1,0,1,ODI v Zimbabwe,Harare,30-Sep-98,2
320,Test # 1425,34,103,68,3,0,50,5,caught,2,-1,-,-,-,-,-,1,0,1,Test v Zimbabwe,Harare,07-Oct-98,34
321,Test # 1425,7,27,14,0,0,50,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v Zimbabwe,Harare,07-Oct-98,7
322,ODI # 1360,141,191,128,13,3,110.15,2,run out,1,9.1,0,38,4,4.14,6,2,1,2,ODI v Australia,Dhaka,28-Oct-98,141
323,ODI # 1363,8,20,14,1,0,57.14,2,caught,1,10,1,29,2,2.9,5,2,1,2,ODI v West Indies,Dhaka,31-Oct-98,8
324,ODI # 1366,3,15,6,0,0,50,2,caught,2,4,0,17,0,4.25,6,1,0,1,ODI v Sri Lanka,Sharjah,06-Nov-98,3
325,ODI # 1369,118,173,112,14,2,105.35,2,not out,2,1,0,4,0,4,6,1,0,1,ODI v Zimbabwe,Sharjah,08-Nov-98,118
326,ODI # 1370,18,57,28,2,0,64.28,1,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Sharjah,09-Nov-98,18
327,ODI # 1373,11,33,12,2,0,91.66,2,caught,2,5,0,14,1,2.8,6,1,0,1,ODI v Zimbabwe,Sharjah,11-Nov-98,11
328,ODI # 1374,124,140,92,12,6,134.78,2,not out,2,4,0,16,1,4,6,1,1,1,ODI v Zimbabwe,Sharjah,13-Nov-98,124
329,Test # 1435,47,95,72,7,0,65.27,5,caught,1,6,2,7,2,1.16,6,2,1,2,Test v New Zealand,Wellington,26-Dec-98,47
330,Test # 1435,113,200,151,13,2,74.83,5,caught,3,3,0,8,0,2.66,5,4,0,4,Test v New Zealand,Wellington,26-Dec-98,113
331,Test # 1438,67,118,93,9,1,72.04,4,lbw,2,3,0,23,0,7.66,6,1,0,1,Test v New Zealand,Hamilton,02-Jan-99,67
332,Test # 1438,-1,-,-,-,-,-,-,-,4,7,0,30,2,4.28,5,3,0,3,Test v New Zealand,Hamilton,02-Jan-99,-1
333,ODI # 1378,0,10,5,0,0,0,2,caught,1,8,0,34,1,4.25,5,2,0,2,ODI v New Zealand,Taupo,09-Jan-99,0
334,ODI # 1381,23,37,19,4,0,121.05,2,caught,2,8.3,0,34,3,4,5,1,0,1,ODI v New Zealand,Napier,12-Jan-99,23
335,ODI # 1383,45,68,42,2,2,107.14,2,stumped,1,-1,-,-,-,-,-,2,0,2,ODI v New Zealand,Wellington,14-Jan-99,45
336,ODI # 1385,5,27,12,1,0,41.66,1,lbw,2,6,0,29,1,4.83,6,1,0,1,ODI v New Zealand,Auckland,16-Jan-99,5
337,Test # 1442,0,5,3,0,0,0,4,caught,2,3,0,10,1,3.33,5,1,0,1,Test v Pakistan,Chennai,28-Jan-99,0
338,Test # 1442,136,405,273,18,0,49.81,4,caught,4,7,1,35,2,5,5,3,0,3,Test v Pakistan,Chennai,28-Jan-99,136
339,Test # 1443,6,13,11,1,0,54.54,4,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Pakistan,Delhi,04-Feb-99,6
340,Test # 1443,29,99,65,4,0,44.61,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v Pakistan,Delhi,04-Feb-99,29
341,Test # 1444,0,2,1,0,0,0,5,bowled,2,3,1,8,1,2.66,6,1,0,1,Test v Pakistan,Eden Gardens,16-Feb-99,0
342,Test # 1444,9,18,13,1,0,69.23,4,run out,4,2,0,10,0,5,7,3,0,3,Test v Pakistan,Eden Gardens,16-Feb-99,9
343,Test # 1445,53,94,54,10,0,98.14,4,caught,1,5,0,16,0,3.2,5,2,0,2,Test v Sri Lanka,Colombo (SSC),24-Feb-99,53
