ID,Match #,Batting_Runs,Batting_Mins,Balls Faced,4s,6s,SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Overs,Mdns,Bowling_Runs,Wkts,Bowling_Econ,Bowling_Pos,Bowling_Inns,Catch Taken,Inns,Opposition,Ground,Start Date,
688,Test # 1850,82,146,109,12,0,75.22,4,bowled,1,7,1,32,0,4.57,5,2,0,2,Test v Pakistan,Eden Gardens,30-Nov-07,82
689,Test # 1850,-1,-,-,-,-,-,-,-,3,3,0,7,0,2.33,5,4,0,4,Test v Pakistan,Eden Gardens,30-Nov-07,-1
690,Test # 1855,62,113,77,7,1,80.51,4,bowled,2,1,0,2,0,2,6,1,1,1,Test v Australia,Melbourne,26-Dec-07,62
691,Test # 1855,15,31,21,1,0,71.42,4,caught,4,1,0,2,0,2,5,3,1,3,Test v Australia,Melbourne,26-Dec-07,15
692,Test # 1857,154,429,243,14,1,63.37,4,not out,2,5,0,14,0,2.8,6,1,3,1,Test v Australia,Sydney,02-Jan-08,154
693,Test # 1857,12,33,16,3,0,75,4,bowled,4,2,0,6,0,3,5,3,0,3,Test v Australia,Sydney,02-Jan-08,12
694,Test # 1862,71,175,128,9,0,55.46,4,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Australia,W.A.C.A,16-Jan-08,71
695,Test # 1862,13,33,25,2,0,52,5,lbw,3,-1,-,-,-,-,-,4,0,4,Test v Australia,W.A.C.A,16-Jan-08,13
696,Test # 1863,153,342,205,13,3,74.63,4,caught,1,1,0,6,0,6,7,2,0,2,Test v Australia,Adelaide,24-Jan-08,153
697,Test # 1863,13,67,36,1,0,36.11,4,run out,3,-1,-,-,-,-,-,4,0,4,Test v Australia,Adelaide,24-Jan-08,13
698,ODI # 2670,10,30,17,1,0,58.82,2,hit wicket,1,-1,-,-,-,-,-,2,0,2,ODI v Australia,Brisbane,03-Feb-08,10
699,ODI # 2672,35,70,52,2,0,67.3,2,bowled,1,TDNB,-,-,-,-,-,-,-,-,ODI v Sri Lanka,Brisbane,05-Feb-08,35
700,ODI # 2675,44,123,54,3,0,81.48,2,caught,2,2,0,6,0,3,7,1,2,1,ODI v Australia,Melbourne,10-Feb-08,44
701,ODI # 2676,32,41,30,4,0,106.66,2,caught,1,2,0,15,0,7.5,5,2,0,2,ODI v Sri Lanka,Canberra,12-Feb-08,32
702,ODI # 2680,5,23,15,1,0,33.33,2,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Adelaide,17-Feb-08,5
703,ODI # 2681,0,6,2,0,0,0,2,bowled,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Adelaide,19-Feb-08,0
704,ODI # 2685,2,3,3,0,0,66.66,2,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Sydney,24-Feb-08,2
705,ODI # 2686,63,92,54,10,0,116.66,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Hobart,26-Feb-08,63
706,ODI # 2688,117,235,120,10,0,97.5,2,not out,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Sydney,02-Mar-08,117
707,ODI # 2689,91,176,121,7,0,75.2,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Australia,Brisbane,04-Mar-08,91
708,Test # 1870,0,9,5,0,0,0,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v South Africa,Chennai,26-Mar-08,0
709,Test # 1870,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v South Africa,Chennai,26-Mar-08,-1
710,Test # 1882,27,60,46,3,0,58.69,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Colombo (SSC),23-Jul-08,27
711,Test # 1882,12,42,30,1,0,40,4,caught,3,-1,-,-,-,-,-,3,0,3,Test v Sri Lanka,Colombo (SSC),23-Jul-08,12
712,Test # 1884,5,5,3,1,0,166.66,4,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Sri Lanka,Galle,31-Jul-08,5
713,Test # 1884,31,54,42,5,0,73.8,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v Sri Lanka,Galle,31-Jul-08,31
714,Test # 1886,6,18,12,0,0,50,4,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Sri Lanka,Colombo (PSS),08-Aug-08,6
715,Test # 1886,14,26,22,1,0,63.63,6,lbw,3,-1,-,-,-,-,-,4,0,4,Test v Sri Lanka,Colombo (PSS),08-Aug-08,14
716,Test # 1887,13,26,18,3,0,72.22,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Bengaluru,09-Oct-08,13
717,Test # 1887,49,177,126,4,0,38.88,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Bengaluru,09-Oct-08,49
718,Test # 1889,88,186,111,10,0,79.27,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v Australia,Mohali,17-Oct-08,88
719,Test # 1889,10,16,12,1,0,83.33,5,not out,3,-1,-,-,-,-,-,4,1,4,Test v Australia,Mohali,17-Oct-08,10
720,Test # 1891,68,188,126,11,0,53.96,4,caught,1,1,0,2,0,2,6,2,0,2,Test v Australia,Delhi,29-Oct-08,68
721,Test # 1891,47,159,120,4,0,39.16,5,caught,3,-1,-,-,-,-,-,4,0,4,Test v Australia,Delhi,29-Oct-08,47
722,Test # 1892,109,274,188,12,0,57.97,4,lbw,1,2,0,13,0,6.5,6,2,0,2,Test v Australia,Nagpur,06-Nov-08,109
723,Test # 1892,12,90,55,1,0,21.81,4,run out,3,-1,-,-,-,-,-,4,1,4,Test v Australia,Nagpur,06-Nov-08,12
724,ODI # 2781,11,40,21,2,0,52.38,2,bowled,1,-1,-,-,-,-,-,2,2,2,ODI v England,Bengaluru,23-Nov-08,11
725,ODI # 2783,50,99,57,6,0,87.71,2,bowled,2,-1,-,-,-,-,-,1,2,1,ODI v England,Cuttack,26-Nov-08,50
726,Test # 1898,37,90,48,4,1,77.08,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v England,Chennai,11-Dec-08,37
727,Test # 1898,103,317,196,9,0,52.55,4,not out,4,-1,-,-,-,-,-,3,0,3,Test v England,Chennai,11-Dec-08,103
728,Test # 1901,11,45,26,1,0,42.3,4,lbw,1,-1,-,-,-,-,-,2,0,2,Test v England,Mohali,19-Dec-08,11
729,Test # 1901,5,41,22,1,0,22.72,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v England,Mohali,19-Dec-08,5
730,ODI # 2806,5,15,16,0,0,31.25,2,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Dambulla,28-Jan-09,5
731,ODI # 2810,6,11,9,0,0,66.66,2,lbw,1,-1,-,-,-,-,-,2,1,2,ODI v Sri Lanka,Colombo (RPS),31-Jan-09,6
732,ODI # 2813,7,9,12,0,1,58.33,2,lbw,1,1,0,11,0,11,7,2,1,2,ODI v Sri Lanka,Colombo (RPS),03-Feb-09,7
733,ODI # 2821,20,43,23,2,0,86.95,2,caught,1,-1,-,-,-,-,-,2,1,2,ODI v New Zealand,Napier,03-Mar-09,20
734,ODI # 2822,61,100,69,7,1,88.4,2,lbw,1,TDNB,-,-,-,-,-,-,-,-,ODI v New Zealand,Wellington,06-Mar-09,61
735,ODI # 2823,163,206,133,16,5,122.55,2,retired notout,1,-1,-,-,-,-,-,2,0,2,ODI v New Zealand,Christchurch,08-Mar-09,163
736,Test # 1915,160,397,260,26,0,61.53,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v New Zealand,Hamilton,18-Mar-09,160
737,Test # 1915,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,1,3,Test v New Zealand,Hamilton,18-Mar-09,-1
738,Test # 1917,49,98,65,7,1,75.38,5,caught,2,-1,-,-,-,-,-,1,1,1,Test v New Zealand,Napier,26-Mar-09,49
739,Test # 1917,64,167,131,9,1,48.85,4,caught,3,-1,-,-,-,-,-,,0,3,Test v New Zealand,Napier,26-Mar-09,64
740,Test # 1918,62,108,85,11,0,72.94,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v New Zealand,Wellington,03-Apr-09,62
741,Test # 1918,9,25,20,0,1,45,4,caught,3,9,0,45,2,5,7,4,0,4,Test v New Zealand,Wellington,03-Apr-09,9
742,ODI # 2886,46,81,55,6,0,83.63,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v New Zealand,Colombo (RPS),11-Sep-09,46
743,ODI # 2887,27,63,33,5,0,81.81,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Colombo (RPS),12-Sep-09,27
744,ODI # 2889,138,214,133,10,1,103.75,2,lbw,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Colombo (RPS),14-Sep-09,138
745,ODI # 2898,8,19,14,1,0,57.14,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Pakistan,Centurion,26-Sep-09,8
746,ODI # 2901,TDNB,-,-,-,-,-,-,-,-,-1,-,-,-,-,-,1,1,1,ODI v Australia,Centurion,28-Sep-09,TDNB
747,ODI # 2913,14,40,29,2,0,48.27,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Vadodara,25-Oct-09,14
748,ODI # 2915,4,14,8,1,0,50,2,caught,1,-1,-,-,-,-,-,2,1,2,ODI v Australia,Nagpur,28-Oct-09,4
749,ODI # 2918,32,63,47,2,0,68.08,2,run out,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Delhi,31-Oct-09,32
750,ODI # 2919,40,86,68,6,0,58.82,2,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Mohali,02-Nov-09,40
751,ODI # 2923,175,210,141,19,4,124.11,2,caught,2,-1,-,-,-,-,-,1,1,1,ODI v Australia,Hyderabad,05-Nov-09,175
752,ODI # 2925,10,23,17,2,0,58.82,2,caught,1,0.5,0,11,0,13.2,9,2,0,2,ODI v Australia,Guwahati,08-Nov-09,10
753,Test # 1933,4,3,3,1,0,133.33,4,bowled,1,7,0,20,0,2.85,6,2,1,2,Test v Sri Lanka,Ahmedabad,16-Nov-09,4
754,Test # 1933,100,298,211,11,0,47.39,5,not out,3,-1,-,-,-,-,-,4,0,4,Test v Sri Lanka,Ahmedabad,16-Nov-09,100
755,Test # 1935,40,122,91,0,1,43.95,4,caught,1,-1,-,-,-,-,-,2,1,2,Test v Sri Lanka,Kanpur,24-Nov-09,40
756,Test # 1935,-1,-,-,-,-,-,-,-,3,1,0,6,0,6,6,3,0,3,Test v Sri Lanka,Kanpur,24-Nov-09,-1
757,Test # 1937,53,139,103,6,0,51.45,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Brabourne,02-Dec-09,53
758,Test # 1937,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v Sri Lanka,Brabourne,02-Dec-09,-1
759,ODI # 2932,69,91,63,10,1,109.52,2,bowled,1,-1,-,-,-,-,-,2,1,2,ODI v Sri Lanka,Rajkot,15-Dec-09,69
760,ODI # 2933,43,76,52,4,0,82.69,2,stumped,1,-1,-,-,-,-,-,2,0,2,ODI v Sri Lanka,Nagpur,18-Dec-09,43
761,ODI # 2934,96,187,104,13,0,92.3,2,not out,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Cuttack,21-Dec-09,96
762,ODI # 2935,8,-,8,2,0,100,2,caught,2,-1,-,-,-,-,-,1,1,1,ODI v Sri Lanka,Eden Gardens,24-Dec-09,8
763,Test # 1949,105,246,166,11,2,63.25,4,not out,1,-1,-,-,-,-,-,2,0,2,Test v Bangladesh,Chattogram,17-Jan-10,105
764,Test # 1949,16,47,26,2,0,61.53,5,lbw,3,-1,-,-,-,-,-,4,0,4,Test v Bangladesh,Chattogram,17-Jan-10,16
765,Test # 1950,143,259,182,13,1,78.57,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Bangladesh,Mirpur,24-Jan-10,143
766,Test # 1950,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v Bangladesh,Mirpur,24-Jan-10,-1
767,Test # 1951,7,25,16,1,0,43.75,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v South Africa,Nagpur,06-Feb-10,7
768,Test # 1951,100,275,179,13,0,55.86,4,bowled,3,-1,-,-,-,-,-,3,0,0,Test v South Africa,Nagpur,06-Feb-10,100
769,Test # 1952,106,266,206,12,0,51.45,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v South Africa,Eden Gardens,14-Feb-10,106
770,Test # 1952,-1,-,-,-,-,-,-,-,4,2,1,1,0,0.5,6,3,0,3,Test v South Africa,Eden Gardens,14-Feb-10,-1
771,ODI # 2961,4,-,5,1,0,80,2,run out,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Jaipur,21-Feb-10,4
772,ODI # 2962,200,226,147,25,3,136.05,2,not out,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Gwalior,24-Feb-10,200
773,Test # 1964,8,29,21,1,0,38.09,4,lbw,2,-1,-,-,-,-,-,1,1,1,Test v Sri Lanka,Galle,18-Jul-10,8
774,Test # 1964,84,168,142,11,1,59.15,4,lbw,3,-1,-,-,-,-,-,4,0,4,Test v Sri Lanka,Galle,18-Jul-10,84
775,Test # 1966,203,516,347,23,1,58.5,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Colombo (SSC),26-Jul-10,203
776,Test # 1966,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v Sri Lanka,Colombo (SSC),26-Jul-10,-1
777,Test # 1968,41,88,72,5,0,56.94,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Sri Lanka,Colombo (PSS),03-Aug-10,41
778,Test # 1968,54,186,122,3,0,44.26,4,caught,4,-1,-,-,-,-,-,3,1,3,Test v Sri Lanka,Colombo (PSS),03-Aug-10,54
779,Test # 1972,98,251,189,13,0,51.85,5,lbw,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Mohali,01-Oct-10,98
780,Test # 1972,38,106,64,5,0,59.37,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Mohali,01-Oct-10,38
781,Test # 1973,214,547,363,22,2,58.95,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Bengaluru,09-Oct-10,214
782,Test # 1973,53,125,77,5,2,68.83,4,not out,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Bengaluru,09-Oct-10,53
783,Test # 1974,40,168,133,5,0,30.07,4,caught,1,2,0,16,0,8,7,2,0,2,Test v New Zealand,Ahmedabad,04-Nov-10,40
784,Test # 1974,12,27,25,2,0,48,4,bowled,3,-1,-,-,-,-,-,4,0,4,Test v New Zealand,Ahmedabad,04-Nov-10,12
785,Test # 1975,13,52,28,1,0,46.42,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v New Zealand,Hyderabad,12-Nov-10,13
786,Test # 1975,-1,-,-,-,-,-,-,-,4,2,0,7,0,3.5,5,3,0,3,Test v New Zealand,Hyderabad,12-Nov-10,-1
787,Test # 1978,61,162,129,8,0,47.28,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v New Zealand,Nagpur,20-Nov-10,61
788,Test # 1978,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v New Zealand,Nagpur,20-Nov-10,-1
789,Test # 1985,36,61,34,8,0,105.88,4,lbw,1,10,1,51,0,5.1,6,2,0,2,Test v South Africa,Centurion,16-Dec-10,36
790,Test # 1985,111,327,241,13,1,46.05,5,not out,3,-1,-,-,-,-,-,4,0,4,Test v South Africa,Centurion,16-Dec-10,111
791,Test # 1987,13,42,22,3,0,59.09,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v South Africa,Durban,26-Dec-10,13
792,Test # 1987,6,22,10,1,0,60,4,caught,3,1,0,6,0,6,5,4,0,4,Test v South Africa,Durban,26-Dec-10,6
793,Test # 1988,146,465,314,17,2,46.49,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v South Africa,Cape Town,02-Jan-11,146
794,Test # 1988,14,146,91,0,0,15.38,4,not out,4,2,0,9,1,4.5,5,3,0,3,Test v South Africa,Cape Town,02-Jan-11,14
795,ODI # 3079,7,16,11,0,0,63.63,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v South Africa,Durban,12-Jan-11,7
796,ODI # 3080,24,78,44,2,0,54.54,2,bowled,1,-1,-,-,-,-,-,2,0,2,ODI v South Africa,Johannesburg,15-Jan-11,24
797,ODI # 3100,28,46,29,4,0,96.55,2,run out,1,-1,-,-,-,-,-,2,0,2,ODI v Bangladesh,Mirpur,19-Feb-11,28
798,ODI # 3110,120,170,115,10,5,104.34,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v England,Bengaluru,27-Feb-11,120
799,ODI # 3121,38,91,56,4,0,67.85,2,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Ireland,Bengaluru,06-Mar-11,38
800,ODI # 3124,27,45,22,6,0,122.72,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Netherlands,Delhi,09-Mar-11,27
801,ODI # 3128,111,184,101,8,3,109.9,2,caught,1,-1,-,-,-,-,-,2,1,2,ODI v South Africa,Nagpur,12-Mar-11,111
802,ODI # 3141,2,4,4,0,0,50,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v West Indies,Chennai,20-Mar-11,2
803,ODI # 3143,53,93,68,7,0,77.94,2,caught,2,2,0,9,0,4.5,6,1,0,1,ODI v Australia,Ahmedabad,24-Mar-11,53
804,ODI # 3147,85,160,115,11,0,73.91,2,caught,1,-1,-,-,-,-,-,2,1,2,ODI v Pakistan,Mohali,30-Mar-11,85
805,ODI # 3148,18,21,14,2,0,128.57,2,caught,2,2,0,12,0,6,6,1,0,1,ODI v Sri Lanka,Wankhede,02-Apr-11,18
806,Test # 2000,34,90,58,6,0,58.62,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v England,Lord's,21-Jul-11,34
807,Test # 2000,12,84,68,1,0,17.64,5,lbw,4,-1,-,-,-,-,-,3,0,3,Test v England,Lord's,21-Jul-11,12
808,Test # 2001,16,33,34,3,0,47.05,4,caught,2,-1,-,-,-,-,-,1,1,1,Test v England,Nottingham,29-Jul-11,16
809,Test # 2001,56,136,86,8,0,65.11,4,lbw,4,-1,-,-,-,-,-,3,0,3,Test v England,Nottingham,29-Jul-11,56
810,Test # 2003,1,10,8,0,0,12.5,4,caught,1,4,0,17,0,4.25,6,2,1,2,Test v England,Birmingham,10-Aug-11,1
811,Test # 2003,40,92,60,8,0,66.66,4,run out,3,-1,-,-,-,-,-,4,0,4,Test v England,Birmingham,10-Aug-11,40
812,Test # 2004,23,65,34,4,0,67.64,4,caught,2,2,0,11,0,5.5,6,1,0,1,Test v England,The Oval,18-Aug-11,23
813,Test # 2004,91,235,172,11,0,52.9,4,lbw,3,-1,-,-,-,-,-,3,0,3,Test v England,The Oval,18-Aug-11,91
814,Test # 2015,7,25,18,1,0,38.88,4,lbw,2,-1,-,-,-,-,-,1,0,1,Test v West Indies,Delhi,06-Nov-11,7
815,Test # 2015,76,200,148,10,0,51.35,4,lbw,4,-1,-,-,-,-,-,3,0,3,Test v West Indies,Delhi,06-Nov-11,76
816,Test # 2017,38,74,71,5,0,53.52,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v West Indies,Eden Gardens,14-Nov-11,38
817,Test # 2017,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,0,3,Test v West Indies,Eden Gardens,14-Nov-11,-1
818,Test # 2019,94,219,153,8,2,61.43,4,caught,2,6,0,24,0,4,7,1,0,1,Test v West Indies,Wankhede,22-Nov-11,94
819,Test # 2019,3,6,7,0,0,42.85,4,caught,4,1,0,5,0,5,6,3,2,3,Test v West Indies,Wankhede,22-Nov-11,3
820,Test # 2025,73,151,98,8,1,74.48,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Melbourne,26-Dec-11,73
821,Test # 2025,32,73,46,4,0,69.56,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Melbourne,26-Dec-11,32
822,Test # 2027,41,133,89,8,0,46.06,4,bowled,1,-1,-,-,-,-,-,2,2,2,Test v Australia,Sydney,03-Jan-12,41
823,Test # 2027,80,213,141,9,0,56.73,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v Australia,Sydney,03-Jan-12,80
824,Test # 2029,15,46,25,3,0,60,4,lbw,1,-1,-,-,-,-,-,2,0,2,Test v Australia,W.A.C.A,13-Jan-12,15
825,Test # 2029,8,22,16,1,0,50,4,lbw,3,-1,-,-,-,-,-,4,0,4,Test v Australia,W.A.C.A,13-Jan-12,8
826,Test # 2031,25,94,69,3,0,36.23,4,caught,2,-1,-,-,-,-,-,1,1,1,Test v Australia,Adelaide,24-Jan-12,25
827,Test # 2031,13,46,34,2,0,38.23,4,caught,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Adelaide,24-Jan-12,13
828,ODI # 3231,2,9,6,0,0,33.33,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Melbourne,05-Feb-12,2
829,ODI # 3233,48,87,63,5,0,76.19,2,bowled,2,-1,-,-,-,-,-,1,1,1,ODI v Sri Lanka,W.A.C.A,08-Feb-12,48
830,ODI # 3239,15,25,24,2,0,62.5,2,caught,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Adelaide,14-Feb-12,15
831,ODI # 3244,3,21,12,0,0,25,2,caught,2,-1,-,-,-,-,-,1,1,1,ODI v Australia,Brisbane,19-Feb-12,3
832,ODI # 3246,22,33,23,3,0,95.65,2,bowled,2,-1,-,-,-,-,-,1,1,1,ODI v Sri Lanka,Brisbane,21-Feb-12,22
833,ODI # 3250,14,34,15,2,0,93.33,2,run out,2,-1,-,-,-,-,-,1,0,1,ODI v Australia,Sydney,26-Feb-12,14
834,ODI # 3251,39,45,30,5,0,130,2,lbw,2,-1,-,-,-,-,-,1,0,1,ODI v Sri Lanka,Hobart,28-Feb-12,39
835,ODI # 3259,6,25,19,1,0,31.57,2,caught,1,-1,-,-,-,-,-,2,1,2,ODI v Sri Lanka,Mirpur,13-Mar-12,6
836,ODI # 3261,114,205,147,12,1,77.55,2,caught,1,-1,-,-,-,-,-,2,0,2,ODI v Bangladesh,Mirpur,16-Mar-12,114
837,ODI # 3263,52,93,48,5,1,108.33,2,caught,2,1.4,0,12,0,7.2,8,1,0,1,ODI v Pakistan,Mirpur,18-Mar-12,52
838,Test # 2054,19,86,62,2,0,30.64,4,bowled,1,1,0,6,0,6,7,2,0,2,Test v New Zealand,Hyderabad,23-Aug-12,19
839,Test # 2054,-1,-,-,-,-,-,-,-,3,-1,-,-,-,-,-,3,0,3,Test v New Zealand,Hyderabad,23-Aug-12,-1
840,Test # 2055,17,61,50,3,0,34,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v New Zealand,Bengaluru,31-Aug-12,17
841,Test # 2055,27,78,34,5,0,79.41,4,bowled,4,-1,-,-,-,-,-,3,0,3,Test v New Zealand,Bengaluru,31-Aug-12,27
842,Test # 2058,13,25,18,2,0,72.22,4,caught,1,-1,-,-,-,-,-,2,1,2,Test v England,Ahmedabad,15-Nov-12,13
843,Test # 2058,-1,-,-,-,-,-,-,-,4,1,0,8,0,8,6,3,0,3,Test v England,Ahmedabad,15-Nov-12,-1
844,Test # 2062,8,14,12,1,0,66.66,4,bowled,1,-1,-,-,-,-,-,2,0,2,Test v England,Wankhede,23-Nov-12,8
845,Test # 2062,8,28,19,2,0,42.1,4,lbw,3,-1,-,-,-,-,-,4,0,4,Test v England,Wankhede,23-Nov-12,8
846,Test # 2065,76,202,155,13,0,49.03,4,caught,1,-1,-,-,-,-,-,2,0,2,Test v England,Eden Gardens,05-Dec-12,76
847,Test # 2065,5,17,6,1,0,83.33,4,caught,3,-1,-,-,-,-,-,4,0,4,Test v England,Eden Gardens,05-Dec-12,5
848,Test # 2066,2,25,13,0,0,15.38,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v England,Nagpur,13-Dec-12,2
849,Test # 2066,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v England,Nagpur,13-Dec-12,-1
850,Test # 2074,81,257,159,7,0,50.94,4,bowled,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Chennai,22-Feb-13,81
851,Test # 2074,13,10,10,0,2,130,4,not out,4,-1,-,-,-,-,-,3,1,3,Test v Australia,Chennai,22-Feb-13,13
852,Test # 2076,7,32,15,1,0,46.66,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Hyderabad,02-Mar-13,7
853,Test # 2076,-1,-,-,-,-,-,-,-,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Hyderabad,02-Mar-13,-1
854,Test # 2081,37,125,81,5,0,45.67,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Mohali,14-Mar-13,37
855,Test # 2081,21,71,23,2,0,91.3,4,run out,4,2,0,2,0,1,6,3,0,3,Test v Australia,Mohali,14-Mar-13,21
856,Test # 2085,32,99,53,5,0,60.37,4,lbw,2,-1,-,-,-,-,-,1,0,1,Test v Australia,Delhi,22-Mar-13,32
857,Test # 2085,1,8,5,0,0,20,4,lbw,4,-1,-,-,-,-,-,3,0,3,Test v Australia,Delhi,22-Mar-13,1
858,Test # 2101,10,41,24,2,0,41.66,4,lbw,2,2,1,5,1,2.5,5,1,0,1,Test v West Indies,Eden Gardens,06-Nov-13,10
859,Test # 2101,-1,-,-,-,-,-,-,-,4,3,0,18,0,6,5,3,0,3,Test v West Indies,Eden Gardens,06-Nov-13,-1
860,Test # 2102,74,150,118,12,0,62.71,4,caught,2,-1,-,-,-,-,-,1,0,1,Test v West Indies,Wankhede,14-Nov-13,74
861,Test # 2102,-1,-,-,-,-,-,-,-,4,2,0,8,0,4,5,3,0,3,Test v West Indies,Wankhede,14-Nov-13,-1
